cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
3465445;14;46;17703.327391304345;407176.52999999997;10;9681.351817391303;222671.0918;0.0;247846.58347826084;MANGANESO;TRONEX
3467752;29;18;22763.86140625;1456887.13;20;13457.040751562501;861250.6081000001;0.0;660151.9807812499;MANGANESO;TRONEX
3468896;20;26;21344.2372972973;789736.78;14;10151.053467567568;375588.9783;0.0;426884.74594594596;MANGANESO;TRONEX
3468914;15;3;19003.598813043478;437082.77270000003;9;10025.286230434782;230581.5833;0.006521739130434784;285053.98219565215;MANGANESO;TRONEX
3468997;21;32;23054.114266666664;691623.428;10;11477.36675;344321.0025;0.002;484136.39959999995;MANGANESO;TRONEX
3477342;20;59;18636.262121212123;614996.65;21;10445.0404;344686.3332;0.00909090909090909;372725.24242424243;OTROS;TRONEX
3478821;16;11;22961.891428571427;642932.96;8;12271.470489285713;343601.1737;0.0;367390.26285714284;MANGANESO;TRONEX
3478987;16;66;16451.585572093023;707418.1796;16;9271.64341627907;398680.6669;0.004651162790697674;263225.36915348837;MANGANESO;TRONEX
3480014;23;2;22585.232;1016335.4400000001;13;12310.717977777778;553982.309;0.0;519460.336;ENCENDEDORES;SL
3480465;11;51;14959.612307692307;194474.96;6;8189.120061538462;106458.5608;0.0;164555.73538461537;MANGANESO;TRONEX
3482674;33;16;22309.72719191919;2208662.992;13;13092.948109090908;1296201.8628;0.0008080808080808081;736220.9973333334;BOMBILLAS;TRONEX
3482803;7;16;15844.838666666667;237672.58;8;9484.51394;142267.7091;0.0;110913.87066666667;ENCENDEDORES;SL
3486199;10;82;16809.383684210527;319378.29;8;9560.672536842105;181652.7782;0.0;168093.83684210526;MANGANESO;TRONEX
3486321;15;9;17465.558111764705;593828.9758;11;9280.3499;315531.8966;0.0008823529411764705;261983.3716764706;MANGANESO;TRONEX
3486575;44;79;20062.922913385828;2547991.21;29;8841.7825496063;1122906.3838;0.0007874015748031497;882768.6081889764;MANGANESO;TRONEX
3487295;13;32;13677.873684210526;259879.6;9;7237.935305263158;137520.7708;0.0;177812.35789473684;MANGANESO;TRONEX
3487806;31;2;12550.832666666665;753049.96;19;5487.173973333333;329230.4384;0.0025000000000000005;389075.81266666664;MANGANESO;TRONEX
3488266;34;17;23415.28997159091;2060545.5175;23;13510.454219318182;1188919.9713;0.0011363636363636365;796119.859034091;ALKALINAS;TRONEX
3490071;31;12;21439.709242424244;1415020.81;13;12596.601692424243;831375.7117;0.0;664630.9865151516;MANGANESO;TRONEX
3490128;23;29;20085.942727272726;883781.48;7;10540.190625000001;463768.3875;0.0;461976.6827272727;MANGANESO;TRONEX
3490140;5;31;18801.113333333335;282016.7;6;11871.214440000002;178068.2166;0.0;94005.56666666668;ALKALINAS;TRONEX
3490434;3;5;18317.16;183171.6;8;9655.436559999998;96554.36559999999;0.0;54951.479999999996;MANGANESO;TRONEX
3492072;5;28;14050.408;70252.04;2;7310.647619999999;36553.238099999995;0.0;70252.04;BOMBILLAS;SB
3492197;45;17;18050.111964285716;3032418.81;38;9201.600032142856;1545868.8054;0.0007738095238095238;812255.0383928572;TERCEROS;TRONEX
3492597;10;81;22848.114074074074;616899.08;10;13628.206229629628;367961.5682;0.003703703703703704;228481.14074074075;BOMBILLAS;TRONEX
3492649;17;23;22852.14285714286;479895.0;6;11787.65647142857;247540.7859;0.0;388486.4285714286;MANGANESO;TRONEX
3492939;21;10;21335.440625;1024101.15;9;11760.351810416667;564496.8869;0.0;448044.253125;MANGANESO;TRONEX
3493105;14;24;15385.962916666665;369263.11;14;7323.701375000001;175768.833;0.004583333333333333;215403.4808333333;MANGANESO;TRONEX
3493247;20;67;22480.642064516127;696899.904;5;11282.058596774194;349743.8165;0.001935483870967742;449612.84129032254;MANGANESO;TRONEX
3493829;26;30;17875.293333333335;536258.8;8;8882.805966666667;266484.179;0.0;464757.6266666667;MANGANESO;TRONEX
3493953;18;29;21742.719416666667;521825.266;9;10651.698783333333;255640.7708;0.015416666666666667;391368.9495;MANGANESO;TRONEX
3495219;21;1;22386.289130434783;1029769.3;12;14193.872717391305;652918.145;0.0;470112.0717391304;ALKALINAS;TRONEX
3496398;11;50;16802.946363636365;184832.41;5;8549.3582;94042.9402;0.0;184832.41000000003;MANGANESO;TRONEX
3496640;13;2;19831.635884210526;376801.0818;5;10170.882510526315;193246.7677;0.009473684210526315;257811.26649473683;MANGANESO;TRONEX
3496885;22;11;21305.575098591547;1512695.832;28;10665.671811267606;757262.6986;0.01267605633802817;468722.65216901404;MANGANESO;TRONEX
3497260;16;51;18076.664209090908;397686.6126;3;9078.497772727273;199726.951;0.005454545454545454;289226.62734545453;MANGANESO;TRONEX
3498121;15;22;19932.786666666667;298991.8;7;10486.964173333334;157304.4626;0.0;298991.8;MANGANESO;TRONEX
3498507;11;46;17420.3075;209043.69;8;9581.737650000001;114980.8518;0.0;191623.38249999998;MANGANESO;TRONEX
3498757;21;4;18311.97344827586;531047.23;11;10069.847641379309;292025.5816;0.0;384551.44241379306;BOMBILLAS;SB
3499051;10;19;14066.011428571428;196924.16;9;8293.154571428571;116104.164;0.0;140660.11428571428;OTROS;TRONEX
3499057;31;19;21323.91788888889;1919152.61;29;11783.617367777777;1060525.5631;0.0003333333333333333;661041.4545555556;OTROS;TRONEX
3501466;18;42;22482.6927027027;831859.63;12;11868.132943243243;439120.9189;0.002702702702702703;404688.46864864865;MANGANESO;TRONEX
