cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
3585493;30;2;38354.71183883495;3950535.3194;20;20761.428501941748;2138427.1357;0.004951456310679612;1150641.3551650485;MANGANESO;TRONEX
3585817;29;51;35950.7298028169;5105003.632;23;21236.04725915493;3015518.7108;0.003802816901408451;1042571.1642816901;MANGANESO;TRONEX
3586824;15;73;37113.142857142855;1039168.0;7;24962.091510714286;698938.5623;0.0;556697.1428571428;ALKALINAS;TRONEX
3589107;22;23;42731.8085972973;3162153.8362000003;20;25632.567893243242;1896810.0241;0.0008108108108108108;940099.7891405405;MANGANESO;TRONEX
3591191;16;4;49976.693846153845;1299394.04;12;26920.14237692308;699923.7018;0.0;799627.1015384615;ENCENDEDORES;CP
3593506;26;19;36953.952526315785;3510625.4899999998;13;22646.785508421053;2151444.6233;0.0;960802.7656842105;MANGANESO;TRONEX
3602758;26;9;38814.144215686276;3959042.71;31;21618.199387254903;2205056.3375;0.0;1009167.7496078431;BOMBILLAS;TRONEX
3603283;17;79;35740.49736551724;1036474.4236;13;19056.55285862069;552640.0329;0.019999999999999997;607588.4552137931;MANGANESO;TRONEX
3608255;20;44;39327.01828108108;2910199.3528;5;23390.7593027027;1730916.1883999999;0.020945945945945947;786540.3656216216;MANGANESO;TRONEX
3608665;9;11;37386.29616666667;448635.554;6;20696.718441666668;248360.6213;0.006666666666666667;336476.6655;MANGANESO;TRONEX
3610131;31;15;43118.08229086956;9917158.9269;34;24551.298423913046;5646798.6375;0.03447826086956522;1336660.5510169563;ENCENDEDORES;TRONEX
3610465;23;18;36100.58995298013;5451189.0829;33;22046.6732205298;3329047.6563;0.014503311258278145;830313.568918543;OTROS;TRONEX
3614127;7;66;35392.14745833333;424705.7695;5;24448.8275;293385.93;0.0025;247745.03220833332;ALKALINAS;TRONEX
3616707;17;16;38620.87774193548;1197247.21;13;24008.13374516129;744252.1461;0.0067741935483870966;656554.9216129031;ALKALINAS;TRONEX
3620533;24;5;49491.77423076923;1930179.195;20;30593.444828205127;1193144.3483;0.001282051282051282;1187802.5815384616;OTROS;TRONEX
3621664;30;43;45640.284651282054;3559942.2028;7;27154.823661538463;2118076.2456;0.0007692307692307692;1369208.5395384617;MANGANESO;TRONEX
3621800;24;16;41987.12806818182;1847433.635;13;27816.586795454543;1223929.819;0.0013636363636363635;1007691.0736363636;ALKALINAS;TRONEX
3661122;18;64;42903.905507246374;2960369.48;19;25646.069468115944;1769578.7933;0.00043478260869565214;772270.2991304348;MANGANESO;TRONEX
3662691;37;11;42000.11308688525;5124013.7966;19;24918.06112704918;3040003.4575;0.008442622950819672;1554004.1842147543;MANGANESO;TRONEX
3664416;29;25;46689.765390410954;6816705.7469999995;18;27675.810671232877;4040668.358;0.00226027397260274;1354003.1963219177;ENCENDEDORES;TRONEX
3668675;26;11;35446.91734358975;2764859.5528;13;19095.959417948718;1489484.8346;0.02346153846153846;921619.8509333334;MANGANESO;TRONEX
3670813;15;46;47873.171200000004;2393658.56;19;25858.06969;1292903.4845;0.0;718097.5680000001;MANGANESO;TRONEX
3670993;29;5;37745.92298;4529510.7576;26;23024.937518333332;2762992.5022;0.00025;1094631.76642;MANGANESO;TRONEX
3672034;30;19;44407.96634888889;7993433.9428;29;26657.287902222222;4798311.8224;0.0003333333333333333;1332238.9904666666;ENCENDEDORES;TRONEX
3876453;18;1;37874.67091578947;2878474.9896;19;20130.341113157894;1529905.9246;0.0030263157894736843;681744.0764842106;MANGANESO;TRONEX
4286585;13;32;45036.20938888889;1215977.6535;14;26199.326740740744;707381.822;0.02925925925925926;585470.7220555556;MANGANESO;TRONEX
4382711;27;19;36418.57052631579;2075858.52;13;19789.785745614037;1128017.7875;0.0;983301.4042105263;MANGANESO;TRONEX
4384965;24;12;36777.839397101445;2537670.9184;13;20034.391220289857;1382372.9942;0.00043478260869565214;882668.1455304347;MANGANESO;TRONEX
4391079;14;17;41896.43913888888;1508271.809;11;22348.415569444445;804542.9605;0.0008333333333333333;586550.1479444443;MANGANESO;TRONEX
4528290;11;43;38970.92069767442;1675749.59;19;23508.967039534884;1010885.5827;0.0;428680.1276744186;MANGANESO;TRONEX
4532077;10;15;48177.13108064516;1493491.0635;17;22045.23463548387;683402.2737;0.026774193548387098;481771.3108064516;OTROS;GP
4572413;18;16;36573.135038571425;2560119.4527;20;20460.029055714283;1432202.0339;0.014714285714285714;658316.4306942857;MANGANESO;TRONEX
4572800;14;43;43492.643211111106;2348602.7334;15;25784.27478333333;1392350.8383;0.011481481481481481;608897.0049555555;OTROS;TRONEX
4591187;16;13;37994.981860465115;1633784.22;13;20049.281439534883;862119.1019;0.0;607919.7097674418;MANGANESO;TRONEX
4816386;3;3;48207.28666666666;433865.57999999996;7;25573.421644444443;230160.79479999997;0.0;144621.86;MANGANESO;TRONEX
4817567;12;74;40733.64042857143;2851354.83;22;22528.78841714286;1577015.1892000001;0.0;488803.68514285714;MANGANESO;TRONEX
4828877;19;33;41326.2996969697;2727535.7800000003;38;24104.300340909092;1590883.8225;0.0;785199.6942424242;OTROS;TRONEX
